t,h,r,e,e
l,o,n,g
16,13,38,31
16,32,37,13
16,32,13,38
17,18,13,25
17,18,26,13
27,17,19,13
17,19,28,13
17,27,20,13
17,28,20,13
17,21,29,13
17,21,13,30
17,29,13,22
17,13,22,30
17,31,13,23
32,17,13,23
24,17,13,31
24,17,32,13
17,13,25,33
17,34,13,25
17,26,13,33
17,26,34,13
17,27,13,35
17,27,36,13
17,35,28,13
17,28,13,36
17,29,37,13
17,29,13,38
17,37,13,30
38,17,13,30
27,18,19,13
18,19,28,13
18,27,20,13
18,28,20,13
29,18,21,13
18,21,13,30
18,29,13,22
18,13,22,30
18,31,13,23
32,18,13,23
24,18,13,31
24,18,32,13
25,18,13,33
25,18,34,13
33,18,26,13
18,26,34,13
35,18,27,13
18,27,36,13
18,35,28,13
18,28,13,36
37,18,29,13
18,29,13,38
18,37,13,30
38,18,13,30
29,19,20,13
19,20,13,30
21,19,13,31
32,21,19,13
19,13,22,31
32,19,13,22
33,19,13,23
34,19,13,23
24,33,19,13
24,34,19,13
25,19,13,35
25,19,36,13
35,26,19,13
26,19,36,13
27,37,19,13
27,19,13,38
37,19,28,13
19,28,13,38
21,20,13,31
32,21,20,13
20,13,22,31
32,20,13,22
33,20,13,23
34,20,13,23
24,33,20,13
24,34,20,13
25,35,20,13
25,20,13,36
26,35,20,13
26,20,13,36
37,27,20,13
27,20,13,38
28,37,20,13
28,20,13,38
33,21,13,22
21,34,13,22
21,35,13,23
21,36,13,23
24,21,35,13
24,21,36,13
25,21,37,13
25,21,13,38
37,21,26,13
21,26,13,38
35,13,22,23
36,13,22,23
24,35,13,22
24,36,13,22
25,37,13,22
38,25,13,22
26,37,13,22
38,26,13,22
24,37,13,23
24,13,38,23
16,21,14,15
16,22,14,15
17,23,14,15
24,17,14,15
18,23,14,15
24,18,14,15
25,19,14,15
26,19,14,15
25,20,14,15
26,20,14,15
27,21,14,15
28,21,14,15
27,22,14,15
22,28,14,15
23,29,14,15
23,30,14,15
24,29,14,15
24,30,14,15
25,31,14,15
32,25,14,15
26,31,14,15
32,26,14,15
33,27,14,15
34,27,14,15
33,28,14,15
34,28,14,15
35,29,14,15
36,29,14,15
35,30,14,15
30,36,14,15
31,37,14,15
38,31,14,15
32,37,14,15
32,38,14,15
16,17,14,23
16,17,14,24
16,18,14,23
16,24,18,14
16,25,19,14
16,26,19,14
16,25,20,14
16,26,20,14
16,27,21,14
16,28,21,14
16,27,14,22
16,28,14,22
16,29,14,23
16,30,14,23
16,24,29,14
16,24,14,30
16,25,14,31
16,25,32,14
16,26,14,31
16,26,32,14
16,33,27,14
16,34,27,14
16,33,28,14
16,34,28,14
16,35,29,14
16,36,29,14
16,35,14,30
16,36,14,30
16,37,14,31
16,38,14,31
16,32,37,14
16,38,32,14
17,18,14,25
17,18,26,14
27,17,19,14
17,19,28,14
17,27,20,14
17,20,28,14
17,29,21,14
17,21,14,30
17,29,14,22
17,30,14,22
17,31,14,23
32,17,14,23
24,17,14,31
24,17,32,14
17,33,14,25
17,34,14,25
17,26,14,33
17,26,34,14
17,27,14,35
17,27,36,14
17,35,28,14
17,28,14,36
17,37,29,14
38,17,29,14
17,37,14,30
38,17,14,30
27,18,19,14
18,19,28,14
18,27,20,14
18,20,28,14
18,29,21,14
18,21,14,30
18,29,14,22
18,30,14,22
18,31,14,23
32,18,14,23
24,18,14,31
24,18,32,14
25,18,14,33
25,18,34,14
33,18,26,14
18,26,34,14
35,18,27,14
18,27,36,14
18,35,28,14
18,28,14,36
18,37,29,14
38,18,29,14
18,37,14,30
38,18,14,30
19,20,29,14
19,20,14,30
19,21,14,31
32,19,21,14
19,31,14,22
32,19,14,22
33,19,14,23
34,19,14,23
24,33,19,14
24,34,19,14
25,19,14,35
25,19,36,14
35,26,19,14
26,19,36,14
27,19,37,14
27,38,19,14
19,28,37,14
38,19,28,14
20,21,14,31
32,20,21,14
20,31,14,22
32,20,14,22
33,20,14,23
34,20,14,23
24,33,20,14
24,34,20,14
25,35,20,14
25,20,14,36
26,35,20,14
26,20,14,36
27,20,37,14
38,27,20,14
37,20,28,14
38,20,28,14
33,21,14,22
34,21,14,22
35,21,14,23
36,21,14,23
24,35,21,14
24,36,21,14
25,37,21,14
38,25,21,14
26,37,21,14
38,26,21,14
35,23,14,22
23,36,14,22
24,35,14,22
24,36,14,22
25,37,14,22
38,25,14,22
26,37,14,22
38,26,14,22
24,37,14,23
24,38,14,23
16,17,25,15
16,17,26,15
16,25,18,15
16,18,26,15
16,27,19,15
16,19,28,15
16,27,20,15
16,20,28,15
16,29,21,15
16,21,30,15
16,29,22,15
16,30,22,15
16,23,31,15
16,32,23,15
16,24,31,15
16,24,32,15
16,25,33,15
16,25,34,15
16,33,26,15
16,26,34,15
16,35,27,15
16,27,36,15
16,35,28,15
16,28,36,15
16,37,29,15
16,29,38,15
16,37,30,15
16,38,30,15
17,18,27,15
17,18,28,15
17,19,29,15
17,19,30,15
17,20,29,15
17,20,30,15
17,31,21,15
32,17,21,15
17,31,22,15
32,17,22,15
17,23,33,15
17,34,23,15
24,17,33,15
24,17,34,15
17,35,25,15
17,36,25,15
17,26,35,15
17,26,36,15
17,27,37,15
17,27,38,15
17,28,37,15
17,28,38,15
18,19,29,15
18,19,30,15
18,20,29,15
18,20,30,15
18,31,21,15
32,18,21,15
18,31,22,15
32,18,22,15
33,18,23,15
18,23,34,15
24,33,18,15
24,18,34,15
25,18,35,15
25,18,36,15
35,18,26,15
18,26,36,15
18,27,37,15
18,27,38,15
18,28,37,15
18,28,38,15
19,20,31,15
32,19,20,15
33,19,21,15
34,19,21,15
33,19,22,15
34,19,22,15
35,19,23,15
19,23,36,15
24,35,19,15
24,19,36,15
25,19,37,15
25,19,38,15
26,19,37,15
26,19,38,15
33,20,21,15
34,20,21,15
33,20,22,15
34,20,22,15
35,20,23,15
20,23,36,15
24,35,20,15
24,20,36,15
25,20,37,15
25,20,38,15
26,20,37,15
26,20,38,15
35,21,22,15
36,21,22,15
37,23,21,15
23,21,38,15
24,37,21,15
24,21,38,15
23,37,22,15
38,23,22,15
24,37,22,15
24,38,22,15
16,17,18,27
16,17,18,28
16,17,19,29
16,17,19,30
16,17,20,29
16,17,20,30
16,17,21,31
16,17,32,21
16,17,22,31
16,17,32,22
16,17,33,23
16,17,34,23
16,17,24,33
16,17,34,24
16,17,35,25
16,17,36,25
16,17,26,35
16,17,26,36
16,17,27,37
16,17,27,38
16,17,28,37
16,17,28,38
16,18,19,29
16,18,19,30
16,18,20,29
16,18,20,30
16,18,21,31
16,18,32,21
16,18,22,31
16,18,32,22
16,33,18,23
16,18,34,23
16,24,18,33
16,24,18,34
16,25,18,35
16,25,18,36
16,35,18,26
16,18,26,36
16,18,27,37
16,18,27,38
16,18,28,37
16,18,28,38
16,19,20,31
16,32,19,20
16,33,19,21
16,34,19,21
16,33,19,22
16,34,19,22
16,35,19,23
16,19,36,23
16,24,19,35
16,24,19,36
16,25,19,37
16,25,19,38
16,26,19,37
16,26,19,38
16,33,20,21
16,34,20,21
16,33,20,22
16,34,20,22
16,35,20,23
16,20,36,23
16,24,35,20
16,24,20,36
16,25,20,37
16,25,20,38
16,26,20,37
16,26,20,38
16,35,21,22
16,36,21,22
16,37,21,23
16,21,38,23
16,24,37,21
16,24,21,38
16,37,22,23
16,38,22,23
16,24,37,22
16,24,22,38
17,18,19,31
32,17,18,19
17,18,20,31
32,17,18,20
17,18,21,33
17,18,34,21
17,18,22,33
17,18,34,22
17,18,35,23
17,18,36,23
24,17,18,35
24,17,18,36
17,18,37,25
38,17,18,25
17,18,26,37
17,18,26,38
17,19,20,33
17,34,19,20
17,19,21,35
17,19,36,21
17,19,22,35
17,19,36,22
17,19,37,23
17,19,38,23
24,17,19,37
24,17,19,38
17,35,20,21
17,20,21,36
17,35,20,22
17,20,22,36
17,20,37,23
17,20,38,23
24,17,20,37
24,17,20,38
17,37,21,22
38,17,21,22
33,18,19,20
18,19,20,34
35,18,19,21
18,19,36,21
35,18,19,22
18,19,36,22
18,19,37,23
18,19,38,23
24,18,19,37
24,18,19,38
18,35,20,21
18,20,21,36
18,35,20,22
18,20,22,36
18,20,37,23
18,20,38,23
24,18,20,37
24,18,20,38
18,37,21,22
38,18,21,22
37,19,20,21
19,20,21,38
19,20,37,22
38,19,20,22
